7:0.031726 33:0.035035 150:0.121412 252:0.030590 253:0.052527 349:0.037639 369:0.034723 384:0.030425 465:0.046867 531:0.044525 683:0.264872 722:0.030311 753:0.180876 754:0.226631 806:0.044032 816:0.067400 859:0.039161 910:0.161535 994:0.028973 1011:0.218999 1026:0.026589 1055:0.032226 1058:0.029537 1071:0.035271 1074:0.026721 1090:0.037789 1149:0.027759 1194:0.038825 1241:0.028409 1324:0.036494 1325:0.030098 1326:0.037920 1327:0.027029 1360:0.047174 1417:0.047219 1422:0.037994 1435:0.043126 1562:0.161698 1577:0.029688 1604:0.028096 1654:0.044232 1692:0.026317 1788:0.033899 1817:0.026250 1827:0.028305 1854:0.029527 1871:0.026233 1963:0.027756 1964:0.123273 1967:0.031898 1979:0.027090 2008:0.084401 2014:0.034530 2015:0.161191 2016:0.234170 2033:0.029531 2069:0.055220 2133:0.089703 2170:0.035830 2240:0.030193 2260:0.152843 2261:0.076729 2337:0.524148 2361:0.032796 2364:0.492177 2370:0.036209 2549:0.027696 2573:0.688558 2595:0.027441 2612:0.040823 2625:0.052457 2685:0.506019 2701:0.049313 2799:0.226449 2804:0.031844 2806:0.026430 2807:0.027203 2858:0.032170 2911:0.954116 2956:0.031485 3003:0.174303 3034:0.030799 3052:0.037049 3099:0.027798 3134:0.029362 3136:0.362527 3185:0.027804 3196:0.033127 3216:0.031925 3234:0.027125 3248:0.035323 3249:0.161698 3269:0.028651 3297:0.035597 3321:0.208167 3327:0.925250 3340:0.031357 3342:0.026829 3350:0.063874 3363:0.028176
23:0.034100 26:0.055040 57:0.036769 65:0.033219 93:0.038460 105:0.036609 111:0.031955 133:0.033550 137:0.036499 138:0.036602 168:0.033096 228:0.040221 235:0.039175 284:0.269112 290:0.040961 299:0.033329 456:0.033687 491:0.046892 618:0.032210 621:0.044732 622:0.036708 656:0.177478 657:0.784924 658:0.035550 666:0.031500 668:0.039084 676:0.036352 861:0.041571 865:0.081665 896:0.060045 946:0.036892 994:0.036243 1035:0.095798 1036:0.070614 1073:0.041529 1153:0.035552 1188:0.037494 1209:0.041763 1214:0.031660 1237:0.031721 1301:0.035883 1318:0.047388 1330:0.999972 1331:0.038782 1333:0.046181 1334:0.234060 1335:0.588106 1423:0.036594 1449:0.042658 1489:0.124208 1531:0.091322 1557:0.034113 1627:0.063651 1641:0.051549 1725:0.035935 1746:0.033121 1841:0.036844 1859:0.033639 1902:0.031602 1909:0.035130 1913:0.031972 1920:0.033634 1967:0.252608 1970:0.043711 1976:0.040596 1994:0.033220 2090:0.031645 2094:0.039096 2152:0.032878 2184:0.032197 2186:0.606003 2187:1.000000 2267:0.045270 2273:0.032906 2281:0.035341 2315:0.074461 2503:0.034313 2529:0.031958 2649:0.117483 2685:0.452584 2710:0.595741 2716:0.041091 2927:0.090834 2981:0.036138 2996:0.055097 3000:0.170716 3079:0.044296 3118:0.044764 3121:0.033030 3149:0.091828 3217:0.037763 3221:0.035685 3253:0.040449 3257:0.035490 3269:0.042129 3291:0.041025 3321:0.701537 3325:0.067419 3327:0.977169 3333:0.032405
10:0.026743 30:0.033519 58:0.026393 59:0.025807 164:0.031268 211:0.471119 212:0.031199 290:0.396279 362:0.027053 458:0.025166 556:0.038907 562:0.031399 666:0.035228 668:0.031551 670:0.027221 749:0.030325 843:0.028275 896:0.041152 899:0.031280 921:0.032031 981:0.033061 993:0.027195 1039:0.025522 1060:0.025596 1145:0.050285 1152:0.026529 1188:0.025815 1204:0.025949 1214:0.237931 1248:0.026352 1258:0.029905 1369:0.087970 1480:0.035377 1496:0.477088 1513:0.029421 1529:0.026375 1618:0.031868 1624:0.025390 1627:0.124115 1669:0.032702 1694:0.026059 1725:0.027087 1755:0.025152 1771:0.027435 1781:0.030886 1826:0.032113 1902:0.027991 1962:0.026233 1984:0.026748 2203:0.300364 2223:0.027056 2246:0.025207 2267:0.030956 2273:0.281891 2320:0.026298 2367:0.060111 2373:0.027668 2476:0.243489 2477:0.238210 2507:0.043444 2518:0.038320 2527:0.031221 2531:0.126697 2624:0.090411 2630:0.029068 2639:0.025773 2684:0.028377 2685:0.472774 2710:0.387753 2716:0.261559 2759:0.028365 2760:0.025699 2800:0.025687 2886:0.027837 2898:0.034174 2909:0.026806 2929:0.027103 2967:0.026106 2968:0.028198 3021:0.025884 3073:0.031247 3075:0.025298 3081:0.027621 3154:0.025254 3166:0.025372 3167:0.033695 3168:0.046983 3201:0.028347 3207:0.025100 3209:0.025487 3221:0.031307 3222:0.026480 3224:0.035166 3225:0.078240 3238:0.060475 3260:0.025095 3321:0.556049 3327:0.906371 3367:0.027842 3398:0.027643
10:0.032064 58:0.031453 146:0.029875 217:0.069103 269:0.063481 270:0.028948 333:0.030134 334:0.035338 336:0.091891 357:0.038834 381:0.029104 452:0.036603 488:0.050955 490:0.027790 518:0.066535 519:0.030432 534:0.028201 548:0.028300 559:0.094986 570:0.037030 656:0.052508 658:0.042424 705:0.384363 706:0.097944 765:0.073941 769:0.038759 777:0.030205 795:0.036703 821:0.034558 822:0.029200 851:0.035226 860:0.028934 969:0.046161 1026:0.879716 1074:0.034049 1104:0.030788 1113:0.041028 1114:0.073112 1148:0.194965 1171:0.029679 1191:0.029527 1192:0.087169 1241:0.035251 1265:0.028708 1298:0.037341 1330:0.531475 1334:0.606580 1391:0.165410 1392:0.034997 1577:0.032726 1584:0.046167 1590:0.160751 1592:0.072779 1604:0.028352 1627:0.047547 1663:0.036462 1693:0.032002 1729:0.030203 1742:0.035617 1787:0.030985 1804:0.053281 1805:0.045277 1817:0.042823 1943:0.027626 1944:0.029323 2064:0.029924 2090:0.149792 2091:0.029032 2114:0.036420 2186:0.037403 2191:0.118578 2198:0.151444 2203:0.037988 2270:0.030692 2491:0.034900 2527:0.059152 2549:0.028010 2563:0.028071 2685:0.222874 2713:0.058556 2716:0.106624 2957:0.032278 2960:0.039641 2986:0.126178 2996:0.030068 3060:0.115739 3065:0.623719 3066:0.033201 3099:0.029160 3134:0.028587 3187:0.226515 3207:0.028888 3253:1.000000 3257:0.040804 3321:0.443936 3325:0.164808 3327:0.853872 3342:0.030986 3352:0.033713 3388:0.042143
10:0.031303 12:0.025829 58:0.033867 97:0.030402 199:0.029418 269:0.025639 361:0.026478 362:0.025964 371:0.235103 372:0.322505 404:0.026092 444:0.040819 456:0.027464 463:0.026221 477:0.032358 635:0.038060 637:0.026869 676:0.033740 797:0.032409 818:0.030953 865:0.025678 896:0.034052 899:0.028930 901:0.052810 921:0.027163 969:0.041508 1017:0.050288 1044:0.497538 1045:0.039409 1049:0.032472 1050:0.032283 1077:0.026900 1152:0.038684 1185:0.035774 1188:0.037448 1215:0.033157 1258:0.043880 1272:0.025711 1285:0.026023 1445:0.026772 1593:0.029350 1594:0.975730 1597:0.339937 1600:0.025280 1607:0.031089 1627:0.038529 1654:0.040585 1666:0.034761 1755:0.025605 1758:0.028855 1773:0.027553 1781:0.045137 1826:0.027904 1859:0.031487 1949:0.041509 1951:0.031192 1994:0.025899 2005:0.190437 2089:0.025872 2090:0.042296 2095:0.543940 2098:0.909406 2129:0.143975 2152:0.028707 2248:0.027043 2271:0.031227 2279:0.027699 2281:0.027686 2302:0.027883 2376:0.030766 2384:0.029128 2424:0.025419 2598:0.025402 2600:0.029934 2609:0.027782 2685:0.026682 2762:0.029444 2783:0.026032 2788:0.085738 2824:0.025975 2883:0.295044 2887:0.026123 2988:0.025650 2998:0.029943 3016:0.191049 3031:0.026647 3079:0.028922 3118:0.025834 3157:0.025935 3168:0.041753 3169:0.039932 3181:0.025954 3221:0.027094 3251:0.026015 3265:0.029053 3266:0.026815 3295:0.095461 3321:0.083273 3327:0.911841 3333:0.027114
30:0.032721 33:0.025237 86:0.025566 118:0.058173 253:0.028464 284:0.029013 290:0.052126 349:0.023560 544:0.024911 545:0.022375 551:0.023197 704:0.036605 754:0.023942 769:0.130344 814:0.032984 826:0.023821 880:0.023004 970:0.023541 994:0.185148 1009:0.039357 1011:0.022865 1034:0.022629 1055:0.023069 1071:0.096216 1074:0.094324 1075:0.035390 1090:0.039269 1109:0.026115 1149:0.139057 1152:0.040661 1194:0.149304 1200:0.023575 1264:0.025491 1360:0.026925 1374:0.417697 1375:0.529725 1391:0.033550 1417:0.027677 1422:0.026218 1544:0.079186 1547:0.130328 1555:0.025960 1563:0.023659 1627:0.267652 1691:0.022454 1815:0.023121 1841:0.023477 1884:0.035287 1905:0.324845 1910:0.712096 1964:0.129017 2008:0.093930 2071:0.253288 2114:0.028679 2133:0.022884 2316:0.024872 2328:0.028939 2331:0.023687 2337:0.127763 2347:0.024385 2363:0.093639 2406:0.023539 2411:0.056392 2419:0.023856 2547:0.027590 2564:0.031400 2573:0.441332 2612:0.093436 2685:0.067958 2687:0.022514 2701:0.024785 2710:0.039934 2734:0.022923 2788:0.038633 2804:0.023203 2843:0.025445 2911:0.087401 2977:0.027326 3000:0.049552 3032:0.079333 3035:0.028451 3043:0.023227 3060:0.117862 3061:0.026496 3063:0.025713 3065:0.044746 3088:0.575488 3090:0.039681 3134:0.075602 3136:0.108997 3184:0.029119 3185:0.022771 3190:0.070847 3191:0.029548 3194:0.638963 3271:0.027976 3321:0.453500 3327:0.795342 3342:0.022990 3366:0.028727
7:0.030298 17:0.030985 23:0.027474 57:0.029901 58:0.039511 59:0.032144 107:0.028039 133:0.027752 135:0.027235 137:0.028447 235:0.282632 284:0.583956 290:0.298197 291:0.045387 411:0.030428 456:0.034052 491:0.037211 539:0.029130 556:0.027310 562:0.030445 606:0.031305 642:0.030369 656:0.027378 657:0.090706 670:0.028402 737:0.041969 804:0.034481 896:0.404849 1035:0.047086 1036:0.046308 1039:0.028626 1072:0.031320 1073:0.040960 1152:0.031089 1188:0.030865 1194:0.029014 1258:0.030568 1301:0.027388 1330:0.897928 1331:0.033654 1333:0.038529 1334:0.028632 1335:0.418098 1383:0.029563 1413:0.031817 1423:0.224125 1445:0.028258 1505:0.027034 1531:0.032750 1550:0.028798 1609:0.029021 1627:0.027812 1634:0.027208 1697:0.030639 1714:0.027809 1725:0.033696 1732:0.027915 1746:0.027732 1780:0.027202 1781:0.167737 1808:0.401471 1809:0.037655 1818:0.224004 1825:0.035154 1867:0.027817 2186:0.718586 2187:0.848719 2201:0.032508 2223:0.029805 2271:0.030606 2273:0.027456 2413:0.027064 2417:0.100210 2507:0.046596 2591:0.028358 2611:0.031970 2630:0.027113 2654:0.042293 2685:0.027262 2696:0.029006 2710:0.034922 2724:0.030933 2733:0.027846 2759:0.042773 2909:0.030527 3149:0.359885 3168:0.221513 3201:0.030747 3217:0.027529 3257:0.027149 3269:0.028935 3291:0.033284 3321:0.221693 3325:0.050024 3327:0.851930 3333:0.030601 3340:0.030584 3358:0.131390 3371:0.028579 3374:0.035762
7:0.031084 8:0.034622 24:0.029451 111:0.172828 190:0.074825 191:0.049495 218:0.099352 259:0.170109 268:0.046273 290:0.056945 295:0.180604 403:0.033576 421:0.033624 432:0.034589 543:0.034245 544:0.038269 545:0.046841 546:0.028472 628:0.036314 659:0.049191 683:0.032129 704:0.287440 708:0.038899 756:0.388860 757:0.239969 765:0.039634 766:0.219991 769:0.130973 773:0.066519 778:0.199572 780:0.262619 856:0.028683 879:0.030797 880:0.033034 883:0.370746 886:0.030568 932:0.030363 933:0.037098 934:0.040315 940:0.258217 969:0.040879 1000:0.041499 1001:0.028802 1006:0.038530 1011:0.146922 1071:0.029735 1109:0.029702 1188:0.038387 1194:0.035566 1200:0.028601 1360:0.028258 1437:0.034198 1484:0.032965 1528:0.040888 1575:0.030276 1604:0.029604 1696:0.028931 1709:0.030910 1719:0.030275 1742:0.035514 1905:0.394540 1922:0.057821 1964:0.045504 1967:0.029337 2010:0.030254 2162:0.045821 2260:0.037997 2328:0.049831 2330:0.040762 2394:0.310477 2395:0.343067 2406:0.031168 2550:0.034583 2571:0.029298 2573:0.999972 2575:0.036392 2661:0.030664 2685:0.414795 2714:0.032125 2782:0.042255 2785:0.046118 2788:0.261028 2814:0.041254 2828:0.041952 2832:0.040155 2911:0.046921 2996:0.037026 3032:0.063573 3060:0.050227 3065:0.045266 3134:0.028959 3136:0.038571 3142:0.032549 3170:0.462019 3171:0.070529 3215:0.044289 3321:0.157527 3327:0.847327 3363:0.028995 3369:0.052104
30:0.075315 50:0.044647 57:0.025052 58:0.036636 68:0.027795 73:0.031504 204:0.024847 270:0.037223 290:0.030845 393:0.027460 452:0.025434 463:0.843270 464:0.029033 465:0.674944 466:0.859908 472:0.037107 537:0.038464 698:0.029616 718:0.039562 746:0.033298 748:0.048239 749:0.066214 819:0.026127 821:0.032648 826:0.029342 877:0.024778 969:0.388143 970:0.026814 1037:0.026001 1090:0.031951 1152:0.368913 1153:0.029130 1194:0.029824 1205:0.149552 1208:0.032197 1258:0.030446 1372:0.029766 1416:0.036895 1417:0.052665 1518:0.037226 1560:0.049676 1575:0.027197 1627:0.042791 1653:0.025272 1781:0.262991 1787:0.052389 1803:0.037689 1824:0.034021 1859:0.031243 1888:0.025760 1889:0.026086 1943:0.034278 1963:0.049343 1967:0.068686 1970:0.033876 2060:0.041450 2090:0.027371 2158:0.030360 2203:0.031569 2262:0.025555 2281:0.028986 2327:0.278852 2332:0.041577 2337:0.036218 2363:0.039772 2492:0.029549 2612:0.030524 2639:0.028657 2685:0.290684 2726:0.027291 2801:0.025642 2814:0.033496 2892:0.026221 2898:0.057974 2900:0.028419 2902:0.054846 2903:0.038170 2904:0.095306 2907:0.032859 2927:0.028677 3057:0.136831 3065:0.212970 3066:0.026332 3075:0.028241 3079:0.028132 3114:0.031271 3124:0.026250 3134:0.029660 3136:0.042950 3172:0.038464 3189:0.034548 3298:0.863865 3318:0.033176 3321:0.704998 3327:0.855223 3333:0.024893 3337:0.025319 3342:0.026555 3352:0.037302 3366:0.231082
2:0.022121 10:0.022181 30:0.023642 59:0.021993 126:0.041308 164:0.023032 173:0.022369 204:0.030738 223:0.038721 233:0.030309 234:0.026455 240:0.038641 290:0.084077 291:0.038530 346:0.023551 362:0.025239 371:0.021645 392:0.049058 434:0.047986 442:0.076142 444:0.794014 446:0.241753 456:0.021281 477:0.122211 482:0.034784 489:0.030754 537:0.054507 564:0.033367 594:0.027605 601:0.063296 603:0.285564 631:0.022738 632:0.027200 635:0.033655 847:0.028421 969:0.037689 1061:0.022403 1064:0.025175 1065:0.032704 1077:0.022375 1153:0.030473 1262:0.023268 1283:0.023117 1284:0.024526 1403:0.039836 1416:0.021370 1427:0.024715 1449:0.277915 1485:0.024650 1486:0.060235 1516:0.021681 1543:0.026160 1559:0.136124 1574:0.077995 1594:0.266120 1595:0.027201 1654:0.025212 1676:0.022554 1694:0.028221 1725:0.028794 1726:0.024277 1746:0.034530 1755:0.035401 1781:0.023173 1949:0.023059 1981:0.022151 1984:0.029056 1994:0.024008 1996:0.022433 2071:0.026862 2077:0.191084 2095:0.027853 2098:0.254641 2129:0.024572 2166:0.028736 2219:0.021176 2247:0.026753 2248:0.027042 2365:0.022718 2416:0.039299 2463:0.043305 2484:0.023999 2573:0.031068 2590:0.045812 2634:0.029005 2685:0.057224 2710:0.879225 2714:0.023175 2785:0.046111 2788:0.419256 2996:0.038140 3099:0.043684 3167:0.023577 3230:0.024198 3251:0.024909 3283:0.024958 3321:0.101641 3327:0.563179 3363:0.021308 3369:0.027953
42:0.016604 74:0.016932 111:0.019267 162:0.024405 235:0.025933 282:0.017379 284:0.795845 285:0.019697 288:0.043803 291:0.024125 299:0.023098 300:0.493078 301:0.447555 302:0.021767 318:0.018386 399:0.021760 400:0.022194 410:0.017807 539:0.021815 551:0.043960 677:0.017105 678:0.020756 813:0.022739 841:0.022625 852:0.020420 853:0.026013 859:0.021091 861:0.022274 862:0.036649 894:0.019102 897:0.017560 900:0.016826 923:0.018988 926:0.017394 994:0.041782 1096:0.026524 1098:0.018054 1194:0.017975 1204:0.019574 1273:0.018543 1301:0.021910 1322:0.016640 1370:0.282039 1389:0.017058 1402:0.017492 1413:0.018141 1423:0.017309 1504:0.017170 1530:0.017632 1547:0.044572 1627:0.068390 1650:0.023153 1688:0.018526 1705:0.024501 1707:0.045837 1708:0.018984 1714:0.029895 1758:0.498385 1834:0.019969 1841:0.640128 1842:0.320990 1843:0.019599 1857:0.019509 1891:0.017563 1902:0.022054 1905:0.022594 2064:0.019076 2069:0.022343 2164:0.019518 2165:0.019284 2184:0.019375 2227:0.243820 2273:0.021236 2368:0.017670 2456:0.035359 2520:0.018940 2524:0.017997 2530:0.016951 2547:0.251786 2760:0.020116 2809:0.026168 2911:0.039999 2987:0.020592 2994:0.022707 3000:0.020824 3017:0.018341 3048:0.026345 3062:0.018085 3093:0.019683 3100:0.017060 3150:0.019128 3206:0.018101 3230:0.052212 3259:0.022891 3269:0.019275 3321:0.391908 3327:0.983433 3340:0.020063 3358:0.201731 3360:0.017420
12:0.027817 19:0.028426 57:0.026915 164:0.039376 168:0.030859 174:0.059937 207:0.032739 269:0.025858 290:0.047522 291:0.035449 308:0.027132 402:0.040070 404:0.041155 444:0.131740 456:0.042650 477:0.041655 489:0.031997 500:0.053600 505:0.292135 616:0.029269 637:0.031782 643:0.057032 668:0.041506 676:0.026459 711:0.032387 714:0.025706 899:0.025847 921:0.026852 1135:0.037043 1194:0.031019 1214:0.026266 1216:0.026830 1285:0.025653 1350:0.027638 1366:0.028095 1376:0.124951 1432:0.056206 1445:0.027990 1470:0.048728 1471:0.067167 1481:0.026683 1594:0.870560 1651:0.027714 1666:0.038715 1694:0.027735 1725:0.028235 1746:0.025783 1773:0.031492 1781:0.066719 1783:0.026929 1826:0.029266 1888:0.148875 1889:0.027460 1895:0.029379 1920:0.025671 1949:0.046088 1950:0.026965 1951:0.042203 2098:0.035439 2100:0.032927 2104:0.061082 2145:0.026515 2181:0.034654 2248:0.057351 2252:0.028768 2265:0.033559 2281:0.029601 2353:0.029065 2365:0.032057 2384:0.033886 2418:0.029718 2482:0.058997 2483:0.505400 2661:0.025661 2685:0.096285 2710:0.029833 2714:0.025858 2762:0.031559 2788:0.158006 2889:0.027258 2996:0.026393 2998:0.025853 3022:0.050561 3023:0.026919 3075:0.027236 3079:0.027629 3159:0.026899 3168:0.048086 3170:0.048904 3171:0.160800 3174:0.039610 3215:0.029810 3230:0.030687 3266:0.029302 3321:0.139592 3327:0.338734 3369:0.028068 3374:0.035453 3388:0.041292 3389:0.028145
11:0.027336 68:0.028972 127:0.025908 204:0.036844 252:0.024958 253:0.031646 290:0.036079 291:0.179285 336:0.932943 376:0.028700 451:0.028343 596:0.031662 663:0.025261 679:0.030626 705:0.055057 754:0.030742 765:0.641850 777:0.030577 821:0.030485 961:0.300204 970:0.044818 1026:0.135889 1032:0.155775 1033:0.024568 1063:0.027397 1066:0.026469 1068:0.029367 1071:0.032598 1074:0.035736 1075:0.024608 1077:0.024833 1090:0.035180 1175:0.024391 1324:0.246231 1325:0.246279 1391:0.491926 1392:0.275828 1417:0.035061 1422:0.036680 1560:0.093463 1584:0.030129 1604:0.024746 1627:0.034853 1700:0.029461 1714:0.030941 1802:0.033286 1804:0.037111 1816:0.029288 1833:0.215365 1884:0.045420 1963:0.162960 1964:0.027404 2090:0.041012 2133:0.024865 2140:0.218325 2158:0.041356 2169:0.026642 2190:0.100546 2198:0.309141 2203:0.501011 2291:0.024690 2337:0.034010 2370:0.026240 2372:0.027227 2375:0.040019 2432:0.052902 2449:0.078298 2491:0.027548 2492:0.031544 2573:0.371660 2576:0.024904 2592:0.031504 2611:0.026062 2677:0.035617 2685:0.502529 2700:0.029180 2721:0.031055 2726:0.026422 2768:0.026792 2911:0.502526 2924:0.418643 2927:0.030266 2936:0.024520 2960:0.252594 2977:0.033091 3060:0.312738 3065:0.105539 3068:0.093343 3070:0.025958 3071:0.051634 3073:0.204813 3075:0.028397 3136:0.036738 3195:0.193260 3207:0.026962 3253:0.046200 3279:0.040560 3321:0.024688 3327:0.747272 3350:0.026279
38:0.037612 57:0.036104 58:0.049116 93:0.035984 164:0.033558 211:0.323169 308:0.038672 338:0.044178 339:0.035350 489:0.182447 499:0.033248 514:0.034028 531:0.033920 536:0.044361 542:0.038190 556:0.040560 562:0.035645 597:0.035059 616:0.033159 642:0.035831 666:0.046769 668:0.043802 806:0.032666 837:0.040904 842:0.057376 843:0.047470 896:0.057271 905:0.035450 956:0.037761 979:0.041046 981:0.044648 1039:0.043163 1152:0.038966 1163:0.052580 1164:0.047090 1194:0.033571 1204:0.038865 1252:0.051513 1277:0.056365 1278:0.036662 1287:0.037006 1298:0.032999 1358:0.036391 1359:0.037931 1383:0.034872 1419:0.033425 1481:0.037207 1495:0.047881 1496:0.729942 1535:0.077115 1609:0.033612 1618:0.036201 1625:0.033231 1626:0.045600 1627:0.171079 1693:0.035209 1725:0.034777 1742:0.045372 1746:0.039272 1819:0.309434 1820:0.056045 1920:0.037115 1928:0.036873 2142:0.033581 2223:0.034798 2246:0.033699 2315:0.041117 2317:0.032351 2366:0.033070 2373:0.035964 2476:0.033479 2477:0.044992 2505:0.054266 2507:0.052016 2518:0.045347 2539:0.035035 2540:0.033018 2631:0.040612 2639:0.032356 2685:0.165835 2710:0.080645 2714:0.036747 2715:0.169993 2929:0.035652 2967:0.054044 2968:0.048195 2993:0.035176 3148:0.038691 3168:0.782691 3174:0.045684 3201:0.037447 3212:0.032297 3224:0.098570 3225:0.113233 3238:0.036333 3320:0.032606 3321:0.084731 3327:0.518626 3367:0.034743 3377:0.034432
30:0.049877 49:0.031765 58:0.037226 93:0.039766 107:0.034270 164:0.052927 204:0.033000 211:0.055850 212:0.034969 228:0.031948 280:0.173715 291:0.198782 338:0.041925 458:0.042121 562:0.053167 578:0.152194 609:0.035297 642:0.032826 666:0.044885 668:0.040601 703:0.174363 826:0.055172 842:0.095060 843:0.055544 856:0.031898 896:0.290164 899:0.033698 979:0.037648 981:0.032272 1039:0.036562 1153:0.040781 1188:0.036352 1194:0.048980 1204:0.043386 1258:0.044973 1279:0.039862 1287:0.036675 1358:0.040849 1417:0.037258 1419:0.035968 1481:0.032926 1495:0.032035 1496:0.124199 1505:0.033213 1516:0.035984 1557:0.033442 1604:0.086650 1627:0.148902 1654:0.032823 1655:0.034063 1659:0.035662 1697:0.032676 1742:0.041766 1786:0.042077 1819:0.086931 1820:0.072904 1840:0.032948 1986:0.036270 2040:0.128415 2042:0.046393 2090:0.154196 2203:0.039202 2267:0.034237 2271:0.034304 2315:0.294261 2325:0.035476 2384:0.040000 2417:0.134168 2477:0.071334 2503:0.227795 2518:0.044081 2589:0.084916 2660:0.033334 2685:0.042130 2714:0.033930 2715:0.169299 2785:0.056814 2886:0.040952 2931:0.040841 2935:0.041788 2937:0.034806 2967:0.051470 2996:0.032160 3081:0.035492 3148:0.044454 3166:0.032007 3168:0.124418 3173:0.036857 3174:0.045121 3201:0.042076 3222:0.033287 3224:0.033955 3225:0.042106 3238:0.044189 3321:0.148295 3323:0.035350 3327:0.234430 3333:0.037358 3367:0.045361 3374:0.035468
10:0.021805 65:0.026776 109:0.021786 133:0.021820 135:0.023661 187:0.024883 242:0.021586 273:0.143367 284:0.034397 291:0.323384 456:0.023256 463:0.349738 499:0.030223 511:0.022864 594:0.022859 698:0.024281 718:0.023157 735:0.185552 744:0.034185 749:0.036774 789:0.021613 826:0.338883 859:0.039689 865:0.022297 877:0.036823 970:0.024140 994:0.025363 1032:0.024486 1152:0.022155 1194:0.027341 1195:0.116404 1209:0.185991 1258:0.023129 1264:0.021879 1301:0.021595 1360:0.023192 1417:0.028355 1437:0.410394 1445:0.344371 1467:0.021659 1477:0.022223 1563:0.039890 1577:0.022360 1627:0.028993 1674:0.321883 1694:0.025428 1697:0.021621 1714:0.023874 1742:0.023850 1781:0.351365 1787:0.411504 1841:0.025789 1888:0.023813 1889:0.023096 1905:0.057516 1920:0.323686 1964:0.021643 1965:0.258084 1967:0.023635 2069:0.022233 2203:0.023609 2260:0.029459 2261:0.025322 2292:0.021581 2320:0.022903 2327:0.021908 2332:0.029359 2384:0.023392 2393:0.141903 2573:0.023367 2578:0.024547 2639:0.021846 2685:0.602378 2710:0.370181 2716:0.353063 2773:0.210117 2788:0.025450 2814:0.026750 2818:0.031746 2843:0.021494 2898:0.031126 2911:0.035807 2927:0.034595 3000:0.021866 3136:0.026502 3168:0.044153 3187:0.029581 3230:0.023750 3298:0.064109 3321:0.864997 3322:0.340463 3327:0.991681 3331:0.027100 3333:0.027678 3340:0.023070 3342:0.024019 3363:0.022548 3367:0.024304 3373:0.301919 3374:0.023336
21:0.019521 97:0.023472 135:0.024115 143:0.065952 162:0.025570 224:0.021661 235:0.022236 299:0.020715 361:0.020694 369:0.027211 399:0.020672 400:0.024714 402:0.019548 477:0.023819 505:0.067695 537:0.020333 678:0.020220 692:0.020030 715:0.083134 747:0.021991 797:0.558980 826:0.024583 859:0.020452 861:0.028247 864:0.020284 955:0.023660 1301:0.019764 1365:0.021362 1402:0.026035 1416:0.020295 1423:0.020195 1437:0.021692 1552:0.324660 1581:0.022061 1627:0.024317 1632:0.019581 1633:0.030268 1666:0.023553 1693:0.020983 1694:0.025785 1705:0.021785 1714:0.019996 1721:0.024300 1758:0.024897 1773:0.024602 1781:0.037747 1841:0.021161 1877:0.019828 1884:0.029579 1902:0.022054 1905:0.324893 1926:0.020669 1949:0.024517 2069:0.024268 2104:0.021181 2145:0.537592 2151:0.019749 2184:0.021002 2203:0.021544 2226:0.045191 2266:0.067707 2311:0.088473 2428:0.021396 2447:0.814028 2507:0.029489 2530:0.019520 2547:0.019505 2587:0.020801 2609:0.087365 2627:0.020689 2628:0.021581 2637:0.025029 2645:0.021014 2684:0.210050 2685:0.076128 2696:0.443130 2710:0.034439 2716:0.040018 2760:0.020509 2783:0.020942 2785:0.024010 2788:0.023645 2850:0.024916 2856:0.092815 2909:0.024538 2910:0.020500 2994:0.020287 2996:0.214112 3001:0.021111 3009:0.024402 3047:0.020835 3096:0.024598 3123:0.020693 3321:0.150451 3327:0.952118 3361:0.214640 3369:0.021856 3373:0.029447 3387:0.022450 3389:0.024658
